1264,"Rae Sremmurd, Swae Lee & Slim Jxmmi",Powerglide (feat. Juicy J) [From SR3MM]
1265,Teyana Taylor,Gonna Love Me
1266,Kanye West,Power
1267,Bobby Shmurda,Hot N*gga
1268,Yungeen Ace,Brand New (feat. Stunna 4 Vegas)
1269,Chris Brown,Indigo
1270,ROSALÃA & J Balvin,Con Altura (feat. El Guincho)
1271,Backstreet Boys,I Want It That Way
1272,Shoreline Mafia,Musty
1273,Shoreline Mafia,Wings
1274,DaBaby,Taking It Out
1275,Rae Sremmurd,This Could Be Us
1276,XXXTENTACION,CHASE / glass shards (feat. IkabodVEINS)
1277,Wale,Lotus Flower Bomb (feat. Miguel)
1278,Luke Combs,"Houston, We Got a Problem"
1279,Usher,U Got It Bad
1280,Sleepy Hallow,Breakin Bad (Okay) [feat. Sheff G]
1281,Drake,Energy
1282,Social House,Magic in the Hamptons (feat. Lil Yachty)
1283,Eminem,The Real Slim Shady
1284,Plain White T's,Hey There Delilah
1285,Ali Gatie,Moonlight
1286,J. Cole,Deja Vu
1287,Kanye West & Lil Pump,I Love It
1288,Aventura,Dile Al Amor
1289,Pinkfong,Baby Shark
1290,Ariana Grande,fake smile
1291,Lizzo,Tempo (feat. Missy Elliott)
1292,Portugal. The Man,Feel It Still
1293,Kenny Chesney,Tip of My Tongue
1294,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee)
1295,Bruno Mars,Just the Way You Are
1296,J. Cole,Crooked Smile (feat. TLC)
1297,A$AP Rocky,"A$AP Forever (feat. Moby, T.I. & Kid Cudi)"
1298,PnB Rock,I Like Girls (feat. Lil Skies)
1299,Rich The Kid,Plug Walk
1300,Future,Codeine Crazy
1301,A Boogie wit da Hoodie,Come Closer (feat. Queen Naija)
1302,Gunna,One Call
1303,Ne-Yo,So Sick
1304,Trippie Redd,Shake It Up
1305,Rod Wave,Ptsd
1306,Lil Skies,Magic
1307,Young Dolph,Tric or Treat
1308,Jimmy Durante,Frosty the Snowman
1309,Trippie Redd,"6 Kiss (feat. Juice WRLD, YNW Melly & Jamell Maurice Demons)"
1310,Young Thug,I'm Scared (feat. 21 Savage & Doe boy)
1311,Toto,Africa
1312,Future,March Madness
1313,Young Thug,Circle of Bosses (feat. Quavo)
1314,Lil Baby,All of a Sudden (feat. Moneybagg Yo)
1315,Lil Tjay,Mixed Emotions
1316,Young Dolph,Major (feat. Key Glock)
1317,Bad Bunny,Amorfoda
1318,Lil Peep & Lil Tracy,witchblades
1319,Kevin Gates,Pretend
1320,Marshmello,Here With Me (feat. CHVRCHES)
1321,YNW Melly,Virtual (Blue Balenciagas)
1322,Gucci Mane,Both (feat. Drake)
1323,Andy Grammer,"Don't Give Up On Me (From ""Five Feet Apart"")"
1324,Playboi Carti,FlatBed Freestyle
1325,"Only The Family, Doodie Lo & Memo600",Hang Out
1326,YoungBoy Never Broke Again,Freeddawg
1327,Meek Mill,Dangerous (feat. Jeremih and PnB Rock)
1328,Bankrol Hayden,Brothers (feat. Luh Kel)
1329,Drake,Girls Love BeyoncÃ© (feat. James Fauntleroy)
1330,Drake,Shot for Me
1331,KYLE,iSpy (feat. Lil Yachty)
1332,"Zedd, Maren Morris & Grey",The Middle
1333,The Notorious B.I.G.,Juicy
1334,Lil Baby,Never Needed No Help
1335,NoCap,Brag Different (feat. Quando Rondo)
1336,Ed Sheeran,Happier
1337,Mac Miller,2009
1338,Bryson Tiller,Sorry Not Sorry
1339,Jeremih,Planez (feat. J. Cole)
1340,Bryce Vine,Drew Barrymore
1341,Post Malone,Over Now
1342,Future & Juice WRLD,No Issue
1343,Drake,Jungle
1344,Oliver Tree,Cash Machine
1345,Nicki Minaj,"Only (feat. Drake, Lil Wayne & Chris Brown)"
1346,SZA,Garden (Say It Like Dat)
1347,Polo G,Deep Wounds
1348,Drake,Feel No Ways
1349,Nelly,Dilemma (feat. Kelly Rowland)
1350,21 Savage,a&t
1351,NoCap,Pour Up
1352,AC/DC,Thunderstruck
1353,BeyoncÃ©,Crazy in Love (feat. Jay-Z)
1354,Rod Wave,Bottom Boy Survivor
1355,Lauren Daigle,Rescue
1356,YoungBoy Never Broke Again,Survivor
1357,Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi)
1358,Lukas Graham,Love Someone
1359,DJ Khaled,"Do You Mind (feat. Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross)"
1360,Calum Scott,You Are the Reason
1361,PARTYNEXTDOOR,Recognize (feat. Drake)
1362,50 Cent,21 Questions (feat. Nate Dogg) [feat. Nate Dogg]
1363,Justin Timberlake,CAN'T STOP THE FEELING!
1364,Ariana Grande,in my head
1365,Billie Eilish,watch
1366,"Rich Music LTD, Sech & Dalex","QuizÃ¡s (feat. Justin Quiles, Lenny TavÃ¡rez, Feid, Wisin & Zion)"
1367,Kevin Gates,Betta for You
1368,Kehlani,RPG (feat. 6LACK)
1369,Jason Mraz,I'm Yours
1370,The Weeknd,Reminder
1371,NF,The Search
1372,Charlie Puth,Attention
1373,Tory Lanez,Jalissa's Back! (SKIT)
1374,Nirvana,Smells Like Teen Spirit
1375,French Montana,Wanna Be (feat. PARTYNEXTDOOR & London On Da Track)
1376,Chris Brown,This Christmas (Main Version)
1377,50 Cent,In da Club
1378,Kacey Musgraves,Rainbow
1379,SiR,Hair Down (feat. Kendrick Lamar)
1380,Aventura,Inmortal
1381,Drake,Childs Play
1382,Drake,Doing It Wrong
1383,Drake,Do Not Disturb
1384,PUBLIC,Make You Mine
1385,Halsey,Nightmare
1386,Sam Smith,Stay With Me
1387,Alec Benjamin,Let Me Down Slowly
1388,Drake,Finesse
1389,Nipsey Hussle,Blue Laces 2
1390,French Montana,Say Goodbye (feat. Belly)
1391,Lil Wayne,Love Me (feat. Drake & Future)
1392,Drake,Too Good (feat. Rihanna)
1393,XXXTENTACION,I Don't Wanna Do This Anymore
1394,Rae Sremmurd,Black Beatles (feat. Gucci Mane)
1395,Post Malone,Feeling Whitney
1396,Milky Chance,Stolen Dance
1397,gnash,"i hate u, i love u (feat. Olivia O'Brien)"
1398,Lukas Graham,7 Years
1399,Drake,Come Thru
1400,Ed Sheeran,Photograph
1401,Kanye West,Gold Digger (feat. Jamie Foxx) [Explicit]
1402,Kid Cudi,Day 'n' Nite
1403,Rich Gang,Lifestyle (feat. Young Thug & Rich Homie Quan)
1404,Chris Stapleton,Broken Halos
1405,Taylor Swift,Blank Space
1406,Kodaline,All I Want
1407,Rae Sremmurd,Swang
1408,XXXTENTACION,Carry On
1409,JhenÃ© Aiko,Stay Ready (What a Life) [feat. Kendrick Lamar]
1410,Migos,Narcos
1411,Lil Wayne,6 Foot 7 Foot (feat. Cory Gunz)
1412,Rihanna,Umbrella (feat. JAY Z)
1413,M.I.A.,Paper Planes
1414,Kendrick Lamar,Alright
1415,The Weeknd,Party Monster
1416,Ariana Grande,Side To Side (feat. Nicki Minaj)
1417,Dr. Dre,Still D.R.E. (feat. Snoop Dogg)
1418,Kanye West,Runaway (feat. Pusha T)
1419,Jeremih,Oui
1420,Drake,Started From the Bottom
1421,NAV,Myself
1422,Avicii,Wake Me Up
1423,Ariana Grande & The Weeknd,Love Me Harder
1424,The 1975,Somebody Else
1425,The Weeknd,Earned It (Fifty Shades of Grey)
1426,Ashanti,Foolish
1427,Rihanna,Sex with Me
1428,"Drake, Kanye West, Lil Wayne & Eminem",Forever
1429,Keith Urban,Blue Ain't Your Color
1430,Migos,Notice Me (feat. Post Malone)
1431,Thomas Rhett,Die a Happy Man
